"location_name","city","reviewer_name","review_date","star_rating","review_text","owner_response","review_url"
"Los Tres Amigos Farmington","Farmington","Daniel Williams","2025-05-30","5","Perfect demeanor, timing, and order accuracy. Lizbeth was very friendly, timely and professional","Thank you for your feedback, Daniel! We appreciate you recognizing our team's efforts, especially Lizbeth's service. It means a lot to us that you had a positive experience. Your support inspires us to maintain high standards!",""
"Rio Luna Tacos & Tequila","Saginaw","Dave Jeffries","2025-05-30","4","","Thank you for the review, Dave. We appreciate your support and are glad you enjoyed your experience. Your satisfaction means a lot to us, and we look forward to serving you again soon!",""
"Rio Luna Tacos & Tequila","Saginaw","Katie Mularz","2025-05-30","5","Always a great experience at Rio Luna! The food is top notch, as is the service. Our fave place!","Thank you, Katie, for sharing your experience. It's wonderful to hear that you enjoy both the food and the service. We appreciate your support and look forward to seeing you again soon!",""
"Rio Luna Tacos & Tequila","Saginaw","STACEY EGERER","2025-05-30","5","Olivia S was Ana amazing server.  This was our first time.  We will be back!","Thank you, Stacey, for sharing your experience with us! We appreciate your kind feedback about Olivia, and are glad to hear you enjoyed your first visit. We look forward to serving you again soon!",""
"Rio Luna Tacos & Tequila","Saginaw","Tammy Willson","2025-05-30","5","","Thank you, Tammy, for the 5 star review! We're delighted that you enjoyed your experience with us. We look forward to serving you again soon!",""
"Rio Luna Tacos & Tequila","Saginaw","Amber Mezey","2025-05-30","5","Cristina was amazing 10/10 very professional and accommodating. Food always good. Service even better.","Thank you for sharing your experience, Amber! We appreciate your recognition of our team’s efforts to provide excellent service. It's wonderful to know you enjoy our food and that our staff made a positive impression!",""
"Rio Luna Tacos & Tequila","Saginaw","Barbara Trzebunia","2025-05-30","5","","Thank you, Barbara, for the good review! We appreciate your support and are glad you enjoyed your experience!",""
"Los Tres Amigos Northville","Northville","Christopher Thomas","2025-05-30","5","Wait staff was juuuust a bit lackadaisical. 4.5/5","Thank you for your feedback. We appreciate your insights on the service. We aim to provide an attentive experience and will focus on ensuring our team meets that expectation. Your support means a lot to us. Please contact us at promotions@L3amigos.com to discuss this further.",""
"Los Tres Amigos Mason","Mason","Ron Baker","2025-05-31","5","","Thank you for your feedback, Ron. It's great to hear that you had a positive experience with us. We appreciate your support and hope to see you again soon!","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VQeWgtY1hnazREVktREAE"
"Los Tres Amigos Jackson","Jackson","Jim","2025-05-31","4","Good food at affordable prices.","Thank you for your feedback, Jim. We appreciate your support and are glad to hear you enjoyed the food and found our prices reasonable. Your satisfaction means a lot to us!","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VQeXJ6NFg4ZzdxUmxnRRAB"
"Los Tres Amigos Livonia","Livonia","Ron Schaefer","2025-05-31","4","They have a computerized robot bring you your food","Thank you for your feedback. We're glad you enjoyed the experience with our robot food delivery. It’s always fun to blend technology with our service. We appreciate your support and look forward to seeing you again!",""
"Los Tres Amigos Livonia","Livonia","Jaedon Jones","2025-05-31","4","Really great service, food, and feel for the restaurant! A great lunch choice for the weekend :)","Thank you for your feedback, Jaedon! We're glad you enjoyed the service, food, and atmosphere during your weekend lunch. It's great to hear you had a positive experience with us. Your support means a lot!",""
"Los Tres Amigos Lansing","Lansing","Jack Dungey","2025-05-31","5","Amazing food and service!","Thank you, Jack, for your feedback. We appreciate your support and are glad to hear you enjoyed your experience with us. Your satisfaction means a lot, and we look forward to serving you again soon!",""
"Los Tres Amigos Lansing","Lansing","Brianna Young","2025-05-31","5","awesome.","Thank you for the feedback, Brianna. We appreciate your support and are glad to hear you enjoyed your experience with us. Your satisfaction means a lot, and we hope to serve you again soon!",""
"Rio Luna Tacos & Tequila","Saginaw","Lauren Peters","2025-05-31","5","Keenan P = best waiter ever","Thank you for the feedback, Lauren. It’s wonderful to hear that our service made a positive impression. We appreciate your support and look forward to your next visit!",""
"Rio Luna Tacos & Tequila","Saginaw","Matthew Gonzales","2025-05-31","5","","Thank you, Matthew. We're glad to hear you had a great experience with us. Your feedback means a lot and it motivates us to keep providing enjoyable meals. We look forward to serving you again soon!",""
"Rio Luna Tacos & Tequila","Saginaw","Trevor Menard","2025-05-31","4","Keenan P. was great.  Fast and courteous.food was delicious and so was the margaritas.","Thank you for sharing your experience, Trevor. We appreciate your feedback about the service and the tasty food and margaritas. It's great to know that you enjoyed your visit. Your support means a lot to us!",""
"Rio Luna Tacos & Tequila","Saginaw","Rachelle Hall","2025-05-31","5","Great food, so fast! Keenan P. was a great, attentive server. Food came out just how we ordered. Fajita burrito is always yummy!","Thank you, Rachelle, for the wonderful feedback! It's great to hear that you enjoyed the food and found our service attentive. We appreciate your support and look forward to serving you again soon!",""
"Rio Luna Tacos & Tequila","Saginaw","Barbara Walkowiak","2025-05-31","5","Keenan did an amazing job with our special orders and his service was very fast and friendly. Thanks Keenan","Thank you for the feedback, Barbara. We appreciate you recognizing Keenan's efforts with your special orders. Our team aims to provide enjoyable experiences, and it’s great to hear you were pleased with his service. Your support means a lot to us!",""
"Rio Luna Tacos & Tequila","Saginaw","Angela K","2025-05-31","5","Keenan was a great server! Food came out quick, everything tasted great! My family's favorite Mexican Restaurant!! Will be back soon","Thank you for sharing your experience, Angela. It’s wonderful to hear that Keenan provided excellent service and that you enjoyed your meal. We appreciate your support and look forward to your next visit!",""
"Rio Luna Tacos & Tequila","Saginaw","Fulton","2025-05-31","5","Food was great. Service was great. Server Keenan was a 10.","Thank you, Fulton, for your positive feedback. It's wonderful to hear that you enjoyed both the food and service. We appreciate your recognition of Keenan's efforts. Your support means a lot to us!",""
"Rio Luna Tacos & Tequila","Saginaw","Briana Lambert","2025-05-31","5","Kelly was great, very clean and kind staff. The food is always outstanding every time","Thank you for your feedback, Briana. We're glad to hear you had a positive experience with our team and enjoyed the meals. We appreciate your support and look forward to serving you again!",""
"Rio Luna Tacos & Tequila","Saginaw","Kristina Apelgren","2025-05-31","5","Fast, friendly, and great service!","Thank you, Kristina, for your feedback. We appreciate your kind assessment of our service. It’s wonderful to know you enjoyed your experience with us. Your support means a lot!",""
"Rio Luna Tacos & Tequila","Saginaw","Nicole Taylor","2025-05-31","5","Food and waitress (Cristina F) was very good! We will back! 🙂","Thank you, Nicole, for your feedback. We appreciate your positive remarks about the food and service from Cristina. It's wonderful to hear that you enjoyed your experience. We look forward to serving you again soon!",""
"Rio Luna Tacos & Tequila","Saginaw","Rashford Naldo","2025-05-31","5","Stopped here for few drinks and I was really impressed. Anthony took care of me for the drinks. He was attentive without being overbearing and made sure me and everyone at the bar was taken care of. Anthony definitely adds to the great vibe of the restaurant. Highly recommend stopping by and asking for one of his signature drinks!","Thank you for your feedback, Rashford. We appreciate your comments about Anthony’s service and the atmosphere we strive to create. It’s great to hear that you enjoyed the drinks and felt well taken care of. Your recommendation means a lot to us!",""
"Rio Luna Tacos & Tequila","Saginaw","Rhishav Mahaju","2025-05-31","5","One of the best mexican place in tri city area. I guess his name was Anthony as my bartender and is hands down one of the best bartenders I’ve ever come across! His energy, professionalism, and friendly attitude instantly make you feel welcome. He crafts amazing cocktails — the margarita he made for me was absolutely perfect. You can tell he knows his stuff and genuinely enjoys what he does.","Thank you, Rhishav, for your feedback. We're glad you enjoyed your experience and appreciated the service provided by Anthony. It's great to hear that the cocktails, especially the margarita, met your expectations. Your kind remarks about the atmosphere mean a lot to us!",""
"Mi Lindo San Blas Lincoln Park","Lincoln Park","Romannis Bernave feliz","2025-05-31","5","","Thank you for your feedback, Romannis. We appreciate your positive experience and are glad to know you enjoyed your time with us. Your support means a lot, and we look forward to serving you again!",""
"Mi Lindo San Blas Lincoln Park","Lincoln Park","dalfy taveras duarte","2025-05-31","5","","Thank you for leaving a review, Dalfy. We appreciate your support and are glad you enjoyed your experience with us. Your satisfaction motivates us to keep improving!",""
"Los Tres Amigos West Jackson","Jackson","David Reeverts","2025-05-31","4","Good place for a bite to eat, quick service.","Thank you, David, for taking the time to share your experience. We appreciate your feedback and are glad to hear you enjoyed your meal and found the service to be fast. Your support means a lot to us!",""
"Los Tres Amigos West Jackson","Jackson","Heather Marie","2025-05-31","4","Food is well made and tasty but the restaurant has been over pricing the meals. $8 for a tiny cup of cheese is ridiculous when it costs change to make it. Prices going up over and over again is driving loyal customers to go somewhere else.","Thank you for your feedback. We appreciate your thoughts on our pricing and understand how important value is to our customers. Your input is valuable as we continually assess our offerings.  Please contact us at promotions@L3amigos.com to discuss this further.",""
"Los Tres Amigos Owosso","Owosso","Thad Rose","2025-06-01","5","Our server was very attentive and did a great job!","We appreciate your feedback, Thad. It's wonderful to hear that our server provided great service. Your satisfaction is important to us, and we always strive to create a positive experience. Thank you for sharing your thoughts!","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VNVzg4X1ctNGZla1ZREAE"
"Los Tres Amigos Jackson","Jackson","Russ Sprinkle","2025-06-01","5","Great food and service. My favorite place for Mexican food in Jackson.","Thank you, Russ, for sharing your experience. We appreciate your support and are glad you enjoy our offerings and service. It means a lot to us to be your favorite spot for Mexican cuisine. We look forward to seeing you again soon!","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VPR1poODJvaUxTbVBBEAE"
"Los Tres Amigos Holt","Holt","Sara Espinoza","2025-06-01","5","I recently visited Los Tres Amigos. From the moment we arrived, the waiter Jonathan E. was friendly and attentive, making us feel welcome. The environment was warm and inviting, perfect for a relaxed dinner. Overall, I had a wonderful dining experience and will definitely return. I highly recommend this place for anyone craving authentic Mexican food!","Thank you, Sara, for sharing your experience. We appreciate your kind feedback about Jonathan's service and the atmosphere. It's great to hear you enjoyed your meal and found the setting suitable for a relaxed dinner. Your recommendation means a lot to us. We look forward to serving you again soon!","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VOZjktYi1mdHAyNWNBEAE"
"Los Tres Amigos Holt","Holt","jesus romero","2025-06-01","5","Very good food  service and great  family time","We appreciate your feedback, Jesus. It's wonderful to hear that you enjoyed a satisfying meal and quality time with family. Thank you for sharing your experience. Your support means a lot to us!","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VQMnlvYkRVMVpEckZ3EAE"
"Los Tres Amigos Holt","Holt","Katelyn Blok","2025-06-01","4","","Thank you, Katelyn, for taking the time to share a review. We appreciate your support and are glad you enjoyed your experience with us. Your feedback means a lot, and we look forward to serving you again soon!","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VQYmtwOWVVbklfcnlBRRAB"
"Los Tres Amigos Holt","Holt","Penny Richmond","2025-06-01","1","Food poisoning from Salsa. Only thing husband and I ate in common. Won’t go back.","Thank you for your feedback, Penny. We take health and safety very seriously and are sorry to hear about your experience. Your comments help us improve and ensure a better experience for our guests. Please contact us at promotions@L3amigos.com to discuss this further.","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VQT0pzdS1mcHQtWlp3EAE"
"Los Tres Amigos Lansing","Lansing","Sabrina Lewis","2025-06-01","5","Server, Jorge and staffer Lupita provided excellent service. Considering I was dining alone, they made my experience very warm, welcoming and comfortable. Thank you for a lovely dining experience!","Thank you, Sabrina, for sharing your experience. We appreciate your recognition of Jorge and Lupita for their service. It’s wonderful to know that you felt welcomed and comfortable during your visit. Your feedback inspires us to continue providing great experiences!",""
"Los Tres Amigos Lansing","Lansing","Adriana Reynolds","2025-06-01","5","","Thank you for your feedback, Adriana. We appreciate your support and are glad to hear you enjoyed your experience. Your input means a lot to us!",""
"Los Tres Amigos Canton","Canton","Holy Soldier","2025-06-01","5","Good food and drinks 🍻","Thank you for your feedback. We appreciate your positive thoughts about our food and drinks. It’s great to hear you enjoyed your experience. Your support means a lot to us!",""
"Rio Luna Tacos & Tequila","Saginaw","Cameron Portwine","2025-06-01","5","Keenan P. Did an absolutely amazing job making sure we were always stocked with anything we needed, service was very quick, and he was very attentive to all of our needs, would highly recommend!","Thank you for sharing your experience. We appreciate your kind remarks about the attentiveness and quick service provided. It is great to know that our efforts made your visit enjoyable. Your recommendation means a lot to us!",""
"Rio Luna Tacos & Tequila","Saginaw","Morgan VerBerkmoes","2025-06-01","5","The food was phenomenal and Keenan was very helpful and friendly. I have loved everything I have tried.","Thank you, Morgan, for your feedback. We’re glad to hear you enjoyed the food and found our team helpful. It’s wonderful to know you loved everything you tried. We appreciate your support and look forward to serving you again soon!",""
"Rio Luna Tacos & Tequila","Saginaw","Brooke Machelski","2025-06-01","5","My husband and I have loved this place ever since it opened! Always consistant food and service. Today we had Keenan P. as our server and he was great!!! Super helpful and polite.","Thank you for sharing your experience, Brooke. It’s wonderful to know that you and your husband enjoy visiting us. We're glad to hear you had great service from Keenan. We appreciate your support and look forward to serving you again!",""
"Rio Luna Tacos & Tequila","Saginaw","c3lina1","2025-06-01","5","Ki was an amazing server. Really catered to the kids. Food was delicious!","Thank you for your feedback. It’s great to hear you enjoyed the service and found the food delightful. We appreciate your recognition of our efforts to cater to all our guests, especially the kids. Your support means a lot to us!",""
"Rio Luna Tacos & Tequila","Saginaw","R'Asia Robinson","2025-06-01","5","I had an outstanding experience thanks to our server, Keenan P. From the moment we were seated, they were warm, attentive, and incredibly professional. They knew the menu inside and out, offered great recommendations, and made sure our glasses were never empty. What really stood out was their genuine friendliness and ability to anticipate our needs without being intrusive. It’s rare to come across service that feels both efficient and heartfelt, but they nailed it. A true asset to the team, can’t wait to return and hope to be seated in their section again!","Thank you, R'Asia, for your feedback. We're happy to hear about your experience with Keenan. It's great to know that our team's attention to detail and friendliness made a positive impact on your meal. We appreciate you sharing your thoughts and look forward to serving you again!",""
"Rio Luna Tacos & Tequila","Saginaw","Sarah Aguado","2025-06-01","5","Excellent Service!","Thank you for your feedback, Sarah. We appreciate you taking the time to share your experience. Providing exceptional service is important to us, and it's great to know you enjoyed it!",""
"Casa Tequila Brighton","Brighton","Ben Rodriguez","2025-06-01","5","Amazing presentation and the taste was next level.  The atmosphere is a level of quality that many Mexican restaurants only wish they had.  I rated the service 4 star as our waitress seem a little preoccupied, but was friendly and helpful when she did come to the table.  Again you must come and experience their menu!!!","Thank you for sharing your experience. We appreciate your positive remarks about the presentation and the overall atmosphere. Your feedback on the service is valued, and we will work on ensuring our team remains attentive. We hope you return to explore more of our menu soon!",""
"Casa Tequila Chicago","Chicago","Adrian Jaimes","2025-06-01","4","Food was great.  But I did get bamboozled with the weekly drinks sale. They said the sale price was without alcohol but they show mojitos  and other drinks with alcohol so I assumed the piña colada came with alcohol.","Thank you for sharing your experience. We're glad to hear you enjoyed the food. We appreciate your feedback regarding the drinks promotion and apologize for any confusion. Your input helps us improve. Please contact us at promotions@L3amigos.com to discuss this further.",""
"Los Tres Amigos Holt","Holt","Torey Williams","2025-06-02","4","","Thank you for your feedback, Torey. We appreciate you taking the time to share your experience with us. Your support means a lot, and we aim to provide the best dining experience possible!","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VKMnozZmVocTVPRHlnRRAB"
"Los Tres Amigos Holt","Holt","Sarah Tews","2025-06-02","5","Amazing food, amazing service.","Thank you, Sarah, for sharing your experience with us. It’s wonderful to know that both our food and service met your expectations. Your feedback means a lot to our team, and we appreciate your support!","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VKdmxzYmJobW9yaXJBRRAB"
"Los Tres Mex Grill Jackson","Jackson","Nicholas Twardosz","2025-06-02","5","","Thank you, Nicholas, for taking the time to share a review. We appreciate your support and are glad to hear you enjoyed your visit!","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VPdWFyX0c1eV92eXpnRRAB"
"Los Tres Amigos Lansing","Lansing","Nanc y","2025-06-02","5","Excellent food!  Our server, Vania, was sweet and attentive!","Thank you, Nancy, for your feedback! It's wonderful to hear you enjoyed the food and had a positive experience with Vania. We appreciate your support and look forward to serving you again soon!",""
"Los Tres Amigos Lansing","Lansing","Dawn Warren","2025-06-02","5","Love this location always great service and absolutely love the decorations!","Thank you for your feedback, Dawn. We're glad you appreciate our service and the decorations. Your support means a lot to us, and we look forward to serving you again soon!",""
"Los Tres Amigos Lansing","Lansing","Fancy Polak","2025-06-02","5","The new little robot makes me smile every time it rolls up 😂","Thank you, for sharing your enjoyment. We're glad to hear that the robot adds a bit of joy to your visits. We appreciate your feedback and hope to continue bringing smiles during your time with us!",""
"Los Tres Amigos Lansing","Lansing","Ray Auge","2025-06-02","4","","Thank you for your feedback, Ray. We appreciate your support and are glad you had a positive experience. Your insights motivate us to keep delivering quality service. We hope to serve you again soon!",""
"Rio Luna Tacos & Tequila","Saginaw","Kaitlynn Tennant","2025-06-02","5","My favorite restaurant in Saginaw, the food is excellent, well priced, and I can always count on good service. Today my server Olivia was prime example of attentive and prompt service that I always expect here.","Thank you for the feedback, Kaitlynn. We appreciate your support and are glad you enjoy the food and service. It’s wonderful to hear that Olivia provided the attentive experience we strive for. Your loyalty means a lot to us!",""
"Casa Tequila Chicago","Chicago","Juanita Gartley","2025-06-02","2","Just go to Garcia's on Lawrence & Western for  better and cheaper food and drinks. This place is overpriced & overhyped.","Thank you for your feedback, Juanita. We appreciate your perspective and understand how important value is to our guests. Our goal is to provide a unique dining experience, and your input helps us improve. Please reach out to us at promotions@L3amigos.com to discuss this further.",""
"Los Tres Amigos Owosso","Owosso","bobs tire","2025-06-03","4","","Thank you, Bob, for taking the time to share your experience. We appreciate your support and are glad you enjoyed your visit. Your feedback encourages us to keep delivering a great experience!","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJQ2k4WXYwbDl2MVZnEAE"
"Los Tres Amigos Holt","Holt","Greg Ann","2025-06-03","4","We usually order takeout. Timely takeout service. Can order on app or at takeout desk.
Good service and authentic Mexican food for dine in. Plenty of parking and wheelchair accessible.","Thank you for sharing your experience, Greg. We appreciate your feedback on our takeout service and are glad you enjoy our food. It’s great to hear that you find our location accessible and convenient. Your support means a lot to us!","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VQNkdtSW1tcE5mZ3V3RRAB"
"Los Tres Amigos Lansing","Lansing","tricia","2025-06-03","5","Most excellent","Thank you, Tricia. We're delighted your experience with us was excellent! We strive to provide great food and service and are pleased this resonated with you. We appreciate your feedback and look forward to serving you again soon.",""
"Los Tres Amigos Lansing","Lansing","melina fuller","2025-06-03","5","Food was good..the food took a little bit long to come out. But they were kinda busy.","Thank you for sharing your experience, Melina. We're glad you enjoyed the food! We appreciate your patience during busy times. Your feedback helps us improve our service. We hope to serve you again soon!",""
"Los Tres Amigos Lansing","Lansing","David Creswell","2025-06-03","5","Accommodated our league lunch group very well!","Thank you for your feedback, David. We appreciate that we could accommodate your league lunch group comfortably. Your support means a lot to us. We look forward to serving you again!",""
"Los Tres Amigos Lansing","Lansing","Julien Nadeau","2025-06-03","5","Very good food, pleasant staff, and a cool food robot named Tequita who was very polite!","Thank you, Julien, for your feedback. We're glad you enjoyed the food and appreciated our staff. It's great to hear that Tequita made a positive impression. We always strive to provide a memorable experience. Your support means a lot to us!",""
"Rio Luna Tacos & Tequila","Saginaw","Mary Tovar","2025-06-03","4","Love this place, very comfortable and friendly workers. Thank you!!!
My server Keenan was terrific","Thank you for sharing your experience, Mary. We're glad to know you found the atmosphere welcoming and enjoyed the service from Keenan. Your feedback means a lot to us!",""
"Rio Luna Tacos & Tequila","Saginaw","Patricia Pignatelli","2025-06-03","5","Service was excellent!! Hope you win your contest!😉","Thank you, Patricia, for your feedback. We appreciate your support and kind wishes for our contest. It’s encouraging to know that our service made a positive impression!",""
"Rio Luna Tacos & Tequila","Saginaw","Sandy Fairchild","2025-06-03","5","Quick service.  Keenan was very nice....brought me extra napkins without having to ask.  Great service.","Thank you for sharing your positive experience, Sandy. We appreciate your feedback about our service and are glad to hear that Keenan took good care of you. We aim to create a welcoming atmosphere for everyone. Your support means a lot to us!",""
"Los Tres Amigos Owosso","Owosso","Hillbillies live 69","2025-06-04","5","","Thank you, for your positive feedback! We appreciate your support and are glad to hear you enjoyed your experience with us. Your satisfaction means a lot to the entire team. We strive to create a welcoming atmosphere, and it's great to know we hit the mark!","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VKTFUtNldiZ2JDblpREAE"
"Los Tres Mex Grill East Lansing","East Lansing","felix lopez","2025-06-04","5","","Thank you for your feedback, Felix. We appreciate your support and are glad you enjoyed your experience with us. Your satisfaction means a lot to our team. We look forward to serving you again soon!","https://search.google.com/local/reviews?placeid=ChdDSUhNMG9nS0VQeWExT25xMDZuUHVBRRAB"
"Los Tres Amigos Holt","Holt","The Real Diaz","2025-06-04","5","My wife and I came on a quick dinner date and Our server Christian did a great job tonight .","Thank you for sharing your experience. We appreciate your positive feedback about Christian and are glad to hear you enjoyed your dinner date with us!","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VOcW01b08wa29HVGZREAE"
"Los Tres Amigos Lansing","Lansing","Rand Costello","2025-06-04","5","","Thank you, Rand, for your feedback. We're glad to hear you enjoyed your experience with us. Your support means a lot to our team!",""
"Los Tres Amigos Lansing","Lansing","Kag K","2025-06-04","5","Vania C was excellent! Love the elotes!","Thank you, for your feedback. We're glad you enjoyed the elotes and appreciated the service. Your support means a lot to us!",""
"Los Tres Amigos Lansing","Lansing","Tracey Ross","2025-06-04","5","","Thank you, Tracey, for taking the time to share your experience. We appreciate your support and are glad you enjoyed your visit. Your feedback means a lot to us!",""
"Los Tres Amigos Lansing","Lansing","Travis Wong","2025-06-04","5","Vania and the robot were great!","Thank you for your feedback. It’s wonderful to know that you had a great experience with Vania and the robot. We appreciate your support and hope to see you again soon!",""
"Los Tres Amigos Lansing","Lansing","Evan","2025-06-04","5","Came for the robot to serve me and play music. The cost seems justified","Thank you for your feedback, Evan. We're glad you enjoyed the unique experience and found the cost fair. Your support means a lot to us!",""
"Los Tres Amigos Lansing","Lansing","Paul Marton","2025-06-04","5","","Thank you, Paul, for your feedback. We appreciate you taking the time to share your experience. It’s great to hear that you enjoyed your visit. Your support means a lot to us!",""
"Los Tres Amigos Farmington","Farmington","Kevin Rickman II","2025-06-04","5","","Thank you, Kevin, for sharing your experience. We appreciate your support and are glad you enjoyed your visit. Your feedback motivates us to continue providing great service and delicious food!",""
"Rio Luna Tacos & Tequila","Saginaw","Ashleigh Hubbard","2025-06-04","5","Keenan was a very attentive server. Our order was correct, the food was good, and the service was quick.","We appreciate your feedback, Ashleigh. It’s wonderful to hear that Keenan provided attentive service and that your order was handled well. We strive to ensure a satisfying experience for our guests. Thank you for sharing your experience!",""
"Rio Luna Tacos & Tequila","Saginaw","Liz C","2025-06-04","5","","Thank you, Liz, for the review. We appreciate your support and are glad you enjoyed your experience with us. Your input means a lot to our team!",""
"Los Tres Amigos Livonia","Livonia","Whitney Shelton","2025-06-05","5","","Thank you for your feedback, Whitney. We appreciate your support and are glad you enjoyed your experience with us. Your satisfaction means a lot!",""
"Los Tres Amigos Lansing","Lansing","Kelly Dent","2025-06-05","5","","Thank you, Kelly, for taking the time to share your review. We appreciate your support and are glad you enjoyed your visit. Your feedback motivates us to keep delivering quality service and delicious meals!",""
"Los Tres Amigos Lansing","Lansing","Cherrish Long","2025-06-05","5","Me and my best friend venture out here once a week. The staff is always friendly and smiling. Jorge is our requested server. His friendly and joking attitude is always entertaining and creates a fun environment. The food and drinks are always great.","Thank you, Cherrish, for your lovely feedback. It’s wonderful to hear that you and your friend enjoy visiting us regularly. We appreciate your recognition of Jorge's entertaining service and the overall experience we strive to create. Your continued support means a lot to us!",""
"Los Tres Amigos Canton","Canton","HARSHASHREE R","2025-06-05","4","","Thank you, for taking the time to share your experience. We appreciate your support. It is great to know that you enjoyed your time with us. Your feedback motivates us to keep delivering enjoyable experiences.",""
"Los Tres Amigos Farmington","Farmington","thomas zak","2025-06-05","5","I loved my recent dinner at your restaurant. Service was excellent, Aily did a great job.","Thank you, Thomas, for sharing your experience. We appreciate your feedback about the dinner and the service. Aily will be pleased to know you had a great time. Your support means a lot to us!",""
"Los Tres Amigos Farmington","Farmington","Theresa","2025-06-05","5","Aily was very attentive server!!","Thank you for the feedback, Theresa. It's great to hear that our server provided attentive service. We appreciate you taking the time to share your experience. Your support means a lot to us!",""
"Los Tres Amigos Farmington","Farmington","Rylee Mehr","2025-06-05","5","","Thank you, Rylee, for your review. We appreciate you taking the time to share your experience. It’s great to know you enjoyed your visit. We look forward to serving you again soon!",""
"Los Tres Amigos Farmington","Farmington","Gerald Fossett","2025-06-05","5","Food was great, service was awesome I will return.","Thank you, Gerald, for sharing your experience. It’s wonderful to hear you enjoyed the food and found the service commendable. We appreciate your feedback and look forward to serving you again soon!",""
"Los Tres Amigos Farmington","Farmington","Charleen Metras","2025-06-05","5","This is our favorite place to eat! We come at least once a week.  We always ask for Mira, she is very attentive and always friendly.","Thank you, Charleen, for your wonderful feedback. It’s great to hear that you enjoy dining with us so often. We appreciate your kind mention of Mira and will be sure to pass along your compliments to her. Your support means a lot to us!",""
"Los Tres Amigos West Jackson","Jackson","Dave Boylan","2025-06-05","3","Didn't seem much like a Mexican restaurant since they did some remodeling? I wasn't impressed. Serving sizes seem to be smaller than usual.","Thank you for your feedback, Dave. We appreciate your thoughts on the recent changes and serving sizes. We are committed to ensuring a great experience for our guests and will take your comments into consideration as we continue to improve. Please contact us at promotions@L3amigos.com to discuss this further.",""
"Los Tres Amigos Michigan Center","Michigan Center","Judy Devito","2025-06-05","5","","Thank you for your feedback, Judy. We appreciate your support and are glad you had a positive experience with us. Your satisfaction means a lot, and we look forward to serving you again soon!",""
"Los Tres Amigos Mason","Mason","Sharon Sunderlin","2025-06-06","5","Had the best service I ever had! Congrats, Ana , We had the best time!","Thank you, Sharon, for sharing your experience. We appreciate your recognition of Ana and are glad you enjoyed your time with us. Your feedback means a lot, and we look forward to providing exceptional service again!","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VNMmMtWl9Sbi03RlBnEAE"
"Mi Lindo San Blas Detroit","Detroit","Adrian Casas","2025-06-06","5","(Translated by Google) Excellent food, service, and atmosphere. I always come back when I'm in Detroit.

(Original)
Comida, servicio y ambiente excelente. Vuelvo siempre que ando en Detroit.","Thank you, Adrian, for your wonderful feedback. It’s delightful to hear that you enjoy the food, service, and atmosphere. Your support means a lot to us. We look forward to seeing you on your next visit!","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VJUGU2YWVQbVBhRUV3EAE"
"Los Tres Mex Grill East Lansing","East Lansing","Robert Marek","2025-06-06","5","This place ROCKS!","Thank you for your feedback, Robert. We appreciate your support and are glad to see you enjoy your experience with us. Your satisfaction means a lot to our team!","https://search.google.com/local/reviews?placeid=ChZDSUhNMG9nS0VMaXAwSUdSX19xTWRnEAE"
"Los Tres Amigos Livonia","Livonia","Truckin America","2025-06-06","5","Great place to eat.","Thank you, for your positive feedback. We appreciate your support and are glad you enjoyed your experience with us. Your satisfaction means a lot to our team!",""
"Los Tres Amigos Chelsea","Chelsea","Helen Lee-Hesse","2025-06-06","5","Best texmex in the area.!","We appreciate your feedback and support. It’s great to hear you enjoyed the Tex-Mex offerings. Your satisfaction means a lot to us, and we’re happy to serve delicious meals for our guests. Thank you for taking the time to share your thoughts!",""
"Los Tres Amigos Lansing","Lansing","michelle p","2025-06-06","5","Vivian i think her name is was very nice","We appreciate your feedback about your recent visit. It’s great to hear that you enjoyed your experience with our team member. Thank you for sharing your thoughts with us!",""
"Los Tres Amigos Lansing","Lansing","Sharon Johnson","2025-06-06","4","","Thank you, Sharon, for your review. We appreciate your support and are glad you enjoyed your experience with us. Your satisfaction means a lot to our team. We look forward to serving you again!",""
"Los Tres Amigos Lansing","Lansing","Ben Johnson","2025-06-06","4","The food was good would recommend it to Mexican food lovers","Thank you, Ben, for taking the time to share your thoughts. We appreciate your recommendation to fellow Mexican cuisine enthusiasts!",""
